ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration
Amsterdam to Kyiv,Amsterdam,Kyiv,"[52.378607, 4.900559]","[50.434357, 30.513973]",142.4,69.0,"IC  1585, IC  1787, RE 20355, ICE  741, EC    57, IC   716",33:58,222.7,99.0,Car,17:33,174.3,73.4,"Car, Aircraft, Car",04:59
Amsterdam to Hamburg,Amsterdam,Hamburg,"[52.378607, 4.900559]","[53.557218, 9.997497]",16.5,7.7,"IC   141, ICE  208",05:02,51.5,22.9,Car,05:05,140.7,59.1,"Car, Aircraft, Car",02:50
Amsterdam to Barcelona,Amsterdam,Barcelona,"[52.378607, 4.900559]","[41.38444, 2.185278]",19.9,44.8,"EUR 9322, TGV 9826, AVI 9742",11:19,155.2,69.0,Car,12:14,119.2,50.1,"Car, Aircraft, Car",03:53
Amsterdam to Milan,Amsterdam,Milan,"[52.378607, 4.900559]","[45.486388, 9.204163]",31.8,20.2,"IC  1414, IC  3015, RE 20011, ICE  915, ICE   71, TGV 9211, EC   331",14:31,108.2,48.1,Car,09:27,141.5,59.5,"Car, Aircraft, Car",03:26
Amsterdam to Ljubljana,Amsterdam,Ljubljana,"[52.378607, 4.900559]","[46.058057, 14.51028]",37.7,20.2,"ICE  105, ICE  625, EC   219, RJ   698, 319",14:30,129.3,57.5,Car,11:17,165.4,69.5,"Car, Aircraft, Car",03:39
Amsterdam to Zurich,Amsterdam,Zurich,"[52.378607, 4.900559]","[47.37806, 8.540274]",29.2,15.2,"IC  1414, IC  3015, RE 20011, ICE  915, ICE   71, Walk, Tra 1136, Walk, 1973",10:05,80.3,35.7,Car,07:00,129.7,54.5,"Car, Aircraft, Car",03:09
Amsterdam to Bern,Amsterdam,Bern,"[52.378607, 4.900559]","[46.948888, 7.439167]",29.2,15.4,"IC  1414, IC  3015, RE 20011, ICE  915, ICE   71, 2473, 2172",10:05,82.5,36.6,Car,07:12,203.5,85.5,"Car, Aircraft, Car",05:46
Amsterdam to Lisbon,Amsterdam,Lisbon,"[52.378607, 4.900559]","[38.767779, -9.098054]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Warszawa,Amsterdam,Warszawa,"[52.378607, 4.900559]","[52.228855, 21.003215]",80.5,31.0,"IC   141, EC    49, Walk",13:15,136.7,60.8,Car,10:47,106.2,44.7,"Car, Aircraft, Car",03:35
Amsterdam to Riga,Amsterdam,Riga,"[52.378607, 4.900559]","[56.946943, 24.120279]",162.3,74.1,"IC   145, EC    55, IC 81170, IC   144, 200",47:44,166.4,74.0,Car,13:07,127.4,53.5,"Car, Aircraft, Car",04:01
Amsterdam to Napoli,Amsterdam,Napoli,"[52.378607, 4.900559]","[40.839163, 14.25139]",70.9,41.8,"IC  3091, RE 20009, ICE  815, ICE  103, IC   971, EC    39, FR  9653",22:09,183.3,81.5,Car,14:27,139.1,58.5,"Car, Aircraft, Car",04:05
Amsterdam to Oslo,Amsterdam,Oslo,"[52.378607, 4.900559]","[59.910282, 10.755279]",44.0,34.6,"IC   241, EC     8, EN   346, RE  1010, IC   386",21:46,119.2,53.0,Car,10:24,154.1,65.1,"Car, Aircraft, Car",05:04
Amsterdam to Bratislava,Amsterdam,Bratislava,"[52.378607, 4.900559]","[48.158333, 17.105834]",33.4,18.7,"ICE  121, ICE  621, ICE   93, RE  2528",12:48,128.7,57.2,Car,11:14,244.9,102.9,"Car, Aircraft, Car",06:09
Amsterdam to Luxembourg,Amsterdam,Luxembourg,"[52.378607, 4.900559]","[49.599996, 6.134167]",15.1,9.5,"IC  2917, RE 16914, IC  5309",06:05,45.1,20.1,Car,04:27,119.5,50.3,"Car, Aircraft, Car",02:52
Amsterdam to Kishinev,Amsterdam,Kishinev,"[52.378607, 4.900559]","[47.017476, 28.858169]",121.4,75.0,"ICE  105, ICE   27, NT   347, Transfer, 402",47:36,226.8,100.8,Car,17:53,316.9,133.1,"Car, Aircraft, Car",07:30
Amsterdam to Frankfurt,Amsterdam,Frankfurt,"[52.378607, 4.900559]","[50.107221, 8.663893]",15.8,7.4,"ICE  105, ICE   27",04:04,51.2,22.7,Car,05:03,135.9,57.1,"Car, Aircraft, Car",02:54
Amsterdam to Geneva,Amsterdam,Geneva,"[52.378607, 4.900559]","[46.210281, 6.1425]",26.4,15.9,"IC  2985, IC  3585, 20065, ICE  101, IC  1618, IC   518",15:06,90.5,40.2,Car,07:54,126.9,53.3,"Car, Aircraft, Car",03:07
Amsterdam to Krakow,Amsterdam,Krakow,"[52.378607, 4.900559]","[50.068334, 19.947504]",86.4,33.0,"IC   145, EC    55",13:55,134.7,59.9,Car,10:37,104.4,43.9,"Car, Aircraft, Car",03:36
Amsterdam to Leeds,Amsterdam,Leeds,"[52.378607, 4.900559]","[53.792223, -1.547502]",31.4,23.1,"EUR 9310, ES  9115, Transfer, ---",08:01,64.5,28.6,Car,06:22,113.6,47.8,"Car, Aircraft, Car",03:00
Amsterdam to Liverpool,Amsterdam,Liverpool,"[52.378607, 4.900559]","[53.404447, -2.976391]",32.1,23.5,"EUR 9310, ES  9115, Transfer, ---",08:49,70.7,31.4,Car,06:10,114.8,48.3,"Car, Aircraft, Car",03:04
Amsterdam to Manchester,Amsterdam,Manchester,"[52.378607, 4.900559]","[53.358611, -2.267502]",31.1,23.0,"EUR 9310, ES  9115, Transfer, ---, ---",08:37,69.4,30.8,Car,06:51,117.6,49.4,"Car, Aircraft",02:52
Amsterdam to Marseille,Amsterdam,Marseille,"[52.378607, 4.900559]","[43.302774, 5.380278]",15.5,37.3,"IC  9272, TGV 9810",14:56,126.3,56.1,Car,09:57,167.5,70.4,"Car, Aircraft, Car",03:55
Amsterdam to Nice,Amsterdam,Nice,"[52.378607, 4.900559]","[43.704448, 7.261945]",16.0,41.0,"EUR 9916, OGV 7897, TGV 6165",09:48,128.2,57.0,Car,11:11,164.1,69.0,"Car, Aircraft, Car",03:42
Amsterdam to Nottingham,Amsterdam,Nottingham,"[52.378607, 4.900559]","[52.945278, -1.144165]",26.0,20.2,"EUR 9310, ES  9115, Transfer, ---",07:35,58.0,25.8,Car,05:44,104.8,44.1,"Car, Aircraft, Car",03:11
Amsterdam to Palermo,Amsterdam,Palermo,"[52.378607, 4.900559]","[38.109166, 13.36722]",103.0,60.9,"IC  3091, RE 20009, ICE  815, ICE  103, IC   971, EC    39, FR  9653, INI 1955",33:00,214.7,95.4,Car,16:56,287.8,121.0,"Car, Aircraft, Car",07:22
Amsterdam to Kosice,Amsterdam,Kosice,"[52.378607, 4.900559]","[48.721669, 21.267498]",47.6,33.9,"IC  2985, IC  3585, 20065, ICE  525, ICE   23, RE  2522, IC   525",23:40,152.9,68.0,Car,12:03,243.5,102.3,"Car, Aircraft, Car",06:34
Amsterdam to Rotterdam,Amsterdam,Rotterdam,"[52.378607, 4.900559]","[51.925002, 4.469446]",2.6,1.2,EUR 9310,00:39,8.9,3.9,Car,01:17,N/A,N/A,N/A,N/A
Amsterdam to Seville,Amsterdam,Seville,"[52.378607, 4.900559]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Sheffield,Amsterdam,Sheffield,"[52.378607, 4.900559]","[53.375834, -1.461943]",28.9,21.7,"EUR 9310, ES  9115, Transfer, ---",07:45,62.0,27.6,Car,06:08,148.2,62.5,"Car, Aircraft, Car",04:18
Amsterdam to Valencia,Amsterdam,Valencia,"[52.378607, 4.900559]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Venice,Amsterdam,Venice,"[52.378607, 4.900559]","[45.437775, 12.317775]",52.4,27.7,"IC  1414, IC  3015, RE 20011, ICE  915, ECB   87, FR  9753",16:11,122.4,54.4,Car,10:41,158.0,66.4,"Car, Aircraft, Car",03:27
Amsterdam to Verona,Amsterdam,Verona,"[52.378607, 4.900559]","[45.428336, 10.98222]",42.8,22.5,"ICE  105, ICE  595, ECB   89",12:52,116.5,51.8,Car,10:10,149.2,62.7,"Car, Aircraft, Car",03:18
Amsterdam to Vilnius,Amsterdam,Vilnius,"[52.378607, 4.900559]","[54.669723, 25.284723]",137.3,55.9,"IC   145, EC    55, IC 81170, IC   144",30:35,170.9,75.9,Car,13:28,130.6,54.9,"Car, Aircraft, Car",03:56
Amsterdam to Wrocław,Amsterdam,Wrocław,"[52.378607, 4.900559]","[51.098057, 17.036392]",63.2,25.6,"IC   141, RE 73726, RB  5833, IC 82102",11:10,110.7,49.2,Car,09:40,224.1,94.2,"Car, Aircraft, Car",06:10
Amsterdam to Zaragoza,Amsterdam,Zaragoza,"[52.378607, 4.900559]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Gothenburg,Amsterdam,Gothenburg,"[52.378607, 4.900559]","[57.708886, 11.973335]",42.2,27.9,"IC   143, ICE  206, EC   392, RE  1130",16:21,97.2,43.2,Car,08:29,143.1,60.2,"Car, Aircraft, Car",03:25
Amsterdam to Antwerp,Amsterdam,Antwerp,"[52.378607, 4.900559]","[51.21694, 4.420832]",5.2,2.8,EUR 9310,01:17,18.8,8.3,Car,01:51,91.0,38.4,"Car, Aircraft, Car",03:11
Amsterdam to Bilbao,Amsterdam,Bilbao,"[52.378607, 4.900559]","[43.26056, -2.928056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Bologna,Amsterdam,Bologna,"[52.378607, 4.900559]","[44.506393, 11.341942]",38.8,24.5,"ICE  105, EC   173, EC   323, INI  765",15:27,130.1,57.8,Car,11:21,165.5,69.5,"Car, Aircraft, Car",03:30
Amsterdam to Bordeaux,Amsterdam,Bordeaux,"[52.378607, 4.900559]","[44.825834, -0.556387]",13.6,30.4,"EUR 9316, Transfer, TGV12259",06:59,121.6,54.1,Car,10:37,156.4,65.8,"Car, Aircraft, Car",03:35
Amsterdam to Bristol,Amsterdam,Bristol,"[52.378607, 4.900559]","[51.446668, -2.580003]",25.5,19.9,"EUR 9310, ES  9115, Transfer, ---, ---",07:43,68.4,30.4,Car,05:58,114.6,48.2,"Car, Aircraft, Car",03:02
Amsterdam to Cardiff,Amsterdam,Cardiff,"[52.378607, 4.900559]","[51.472782, -3.176392]",27.3,20.9,"EUR 9310, ES  9115, Transfer, ---",08:20,73.6,32.7,Car,06:25,118.0,49.7,"Car, Aircraft, Car",03:32
Amsterdam to Cologne,Amsterdam,Cologne,"[52.378607, 4.900559]","[50.941393, 6.967224]",12.8,5.9,"IC  3021, IC  3721, 20073, RB 10617",03:34,30.0,13.4,Car,02:58,115.4,48.5,"Car, Aircraft, Car",02:53
Amsterdam to Dortmund,Amsterdam,Dortmund,"[52.378607, 4.900559]","[51.517782, 7.459168]",13.2,6.2,"IC  1414, IC  3015, RE 20011, RE 89871",04:37,28.1,12.5,Car,02:47,102.4,43.3,"Car, Aircraft, Car",03:39
Amsterdam to Duesseldorf,Amsterdam,Duesseldorf,"[52.378607, 4.900559]","[51.219996, 6.794443]",8.1,3.7,ICE  121,02:09,25.8,11.4,Car,02:33,95.1,40.0,"Car, Aircraft, Car",02:35
Amsterdam to Basel,Amsterdam,Basel,"[52.378607, 4.900559]","[47.547498, 7.58944]",29.2,13.9,"IC  1414, IC  3015, RE 20011, ICE  915, ICE   71, Walk, Tra 1136",08:46,74.6,33.1,Car,06:31,121.0,50.9,"Car, Aircraft, Car",03:03
Amsterdam to Lausanne,Amsterdam,Lausanne,"[52.378607, 4.900559]","[46.516669, 6.629167]",25.5,15.1,"ICE  105, IC   975, 2526",09:08,86.8,38.5,Car,07:34,133.9,56.5,"Car, Aircraft, Car",04:09
Amsterdam to Malaga,Amsterdam,Malaga,"[52.378607, 4.900559]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amsterdam to Maribor,Amsterdam,Maribor,"[52.378607, 4.900559]","[46.561948, 15.657501]",38.5,21.4,"IC  3091, RE 20009, ICE  529, ICE   91, 601, 4131, RE  4455",20:27,126.2,56.1,Car,09:57,244.7,103.0,"Car, Aircraft, Car",07:15
Amsterdam to Pisa,Amsterdam,Pisa,"[52.378607, 4.900559]","[43.708052, 10.398056]",49.2,30.6,"IC  1414, IC  3015, RE 20011, ICE  915, ICE   71, TGV 9211, EC   331, FR  9563, RE 18333",18:17,130.9,58.2,Car,10:19,174.2,73.2,"Car, Aircraft, Car",03:29
Amsterdam to Edinburgh,Amsterdam,Edinburgh,"[52.378607, 4.900559]","[55.949724, -3.186667]",51.0,33.9,"EUR 9310, ES  9115, Transfer, ---",10:09,86.1,38.3,Car,07:31,125.1,52.6,"Car, Aircraft, Car",03:14
Amsterdam to Cluj-Napoca,Amsterdam,Cluj-Napoca,"[52.378607, 4.900559]","[46.784997, 23.587218]",73.2,47.2,"ICE  105, ICE   27, NT   347",25:36,184.9,82.2,Car,14:35,238.5,100.2,"Car, Aircraft, Car",06:39
Amsterdam to Split,Amsterdam,Split,"[52.378607, 4.900559]","[43.504725, 16.443059]",56.6,32.6,"IC  3079, RE 20043, ICE  523, EC   113, 213, 1821",33:37,163.3,72.6,Car,12:52,124.6,52.4,"Car, Aircraft, Car",03:47
Amsterdam to Eindhoven,Amsterdam,Eindhoven,"[52.378607, 4.900559]","[51.442218, 5.480004]",5.3,2.4,IC  2917,01:16,15.7,7.0,Car,01:33,N/A,N/A,N/A,N/A
Warszawa to Vienna,Warszawa,Vienna,"[52.228855, 21.003215]","[48.206947, 16.34167]",52.4,20.7,IC   105,07:32,72.9,32.4,Car,06:22,120.1,50.5,"Car, Aircraft, Car",03:13
Warszawa to Torino,Warszawa,Torino,"[52.228855, 21.003215]","[45.060282, 7.677498]",86.6,43.5,"TLK16190, IC   101, RJX  860, ECB   87, FR  9754, FR  9552",23:32,157.5,70.0,Car,12:25,123.4,52.2,"Car, Aircraft, Car",05:07
Warszawa to Porto,Warszawa,Porto,"[52.228855, 21.003215]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warszawa to Brussels,Warszawa,Brussels,"[52.228855, 21.003215]","[50.896393, 4.481941]",73.8,30.5,"EIC  248, ICE  650, ICE   14, IC  2314",13:02,143.8,63.8,Car,11:20,108.5,45.6,"Car, Aircraft",03:35
Warszawa to Sofia,Warszawa,Sofia,"[52.228855, 21.003215]","[42.71194, 23.320832]",122.8,67.4,"IC  5328, IC   103, EC   275, Transfer, 79, 1091, RE  7623",41:48,134.1,59.6,Car,10:34,102.5,43.1,"Car, Aircraft, Car",03:28
Warszawa to Brno,Warszawa,Brno,"[52.228855, 21.003215]","[49.189171, 16.609719]",54.1,20.9,"IC   105, EC   278",07:19,64.5,28.6,Car,06:22,145.0,61.6,"Car, Aircraft, Car",05:31
Warszawa to Zagreb,Warszawa,Zagreb,"[52.228855, 21.003215]","[45.804445, 15.978892]",62.3,28.8,"IC   105, RJ   257, 159",16:09,104.9,46.6,Car,09:10,165.6,70.0,"Car, Aircraft, Car",04:44
Warszawa to Praha,Warszawa,Praha,"[52.228855, 21.003215]","[50.084712, 14.434923]",59.4,23.7,IC   116,08:11,67.6,30.0,Car,05:54,113.4,47.7,"Car, Aircraft, Car",03:03
Warszawa to Copenhagen,Warszawa,Copenhagen,"[52.228855, 21.003215]","[55.673054, 12.565553]",85.3,34.2,"EIC  246, Walk, ICE  802, EC   392",12:49,87.8,39.0,Car,07:40,124.3,52.2,"Car, Aircraft, Car",03:03
Warszawa to Toulouse,Warszawa,Toulouse,"[52.228855, 21.003215]","[43.611113, 1.45361]",86.9,56.2,"EIC   48, ICE  377, 2349, IC   844, 2504, TER96554, TGV 6823",29:39,217.1,96.5,Car,17:07,308.0,127.0,"Train, Aircraft, Train",09:32
Warszawa to Munich,Warszawa,Munich,"[52.228855, 21.003215]","[48.136948, 11.575275]",71.2,27.0,"EIC  248, Walk, ICE  507",10:19,106.0,47.1,Car,09:15,146.3,61.6,"Car, Aircraft, Car",03:41
Warszawa to Osijek,Warszawa,Osijek,"[52.228855, 21.003215]","[45.552774, 18.683333]",74.4,41.2,"TLK16190, IC   101, EC   273, Transfer, IC   814, RE  8126, RE  6215",21:01,99.6,44.3,Car,08:42,145.6,61.9,"Car, Aircraft, Car",05:34
Warszawa to Paris,Warszawa,Paris,"[52.228855, 21.003215]","[48.858395, 2.294254]",78.3,38.6,"EIC  246, ICE  858, EUR 9486",15:29,170.7,75.9,Car,13:28,129.2,54.4,"Car, Aircraft, Car",04:19
Warszawa to Nantes,Warszawa,Nantes,"[52.228855, 21.003215]","[47.217504, -1.541947]",80.9,49.5,"EIC  246, ICE  858, EUR 9486, Transfer, TGV 8803",27:10,213.4,94.8,Car,16:49,250.6,104.2,"Train, Aircraft, Train",08:25
Warszawa to Lyon,Warszawa,Lyon,"[52.228855, 21.003215]","[45.702291, 4.863775]",83.0,41.6,"EIC  246, ICE  375, IC   989, 2540, RE 18444, TER96550",24:37,172.3,76.6,Car,13:35,130.5,54.9,"Car, Aircraft, Car",04:18
Warszawa to Berlin,Warszawa,Berlin,"[52.228855, 21.003215]","[52.520555, 13.386943]",52.1,17.8,EIC  248,05:10,67.3,29.9,Car,05:53,113.6,47.8,"Car, Aircraft, Car",03:09
Warszawa to Budapest,Warszawa,Budapest,"[52.228855, 21.003215]","[47.499999, 18.949998]",59.7,29.3,"IC   105, EC   277",10:11,71.2,31.7,Car,06:13,118.3,49.7,"Car, Aircraft, Car",03:00
Warszawa to Bucuresti,Warszawa,Bucuresti,"[52.228855, 21.003215]","[44.43528, 26.102778]",108.2,60.5,"IC   105, EC   279, Transfer, NT   473",28:13,123.2,54.8,Car,10:45,156.3,65.7,"Car, Aircraft, Car",03:29
Warszawa to Rome,Warszawa,Rome,"[52.228855, 21.003215]","[41.900555, 12.501388]",115.6,53.7,"EIC  248, Walk, ICE  507, ECB   89, FR  9763, INI  770",25:50,165.0,73.3,Car,13:00,127.9,53.8,"Car, Aircraft, Car",04:11
Warszawa to Madrid City,Warszawa,Madrid City,"[52.228855, 21.003215]","[40.406386, -3.690836]",108.7,76.2,"EIC   44, Walk, ICE  699, IC 60403, TER96104, TGV 2203, TGV 9713, AVE 3172",31:00,285.7,127.0,Car,22:31,211.1,88.7,"Car, Aircraft, Car",05:26
Warszawa to Istanbul,Warszawa,Istanbul,"[52.228855, 21.003215]","[41.014722, 28.976665]",158.4,85.0,"IC  5328, IC   103, EC   275, Transfer, 79, 1095, 463, 465, 493",55:03,173.3,77.0,Car,13:40,131.2,55.1,"Car, Aircraft, Car",04:04
Warszawa to London,Warszawa,London,"[52.228855, 21.003215]","[51.530888, -0.122918]",82.7,40.4,"EIC  246, ICE  558, ICE   12, ES  9167",16:12,181.1,80.5,Car,14:17,136.4,57.3,"Car, Aircraft, Car",04:16
Warszawa to Graz,Warszawa,Graz,"[52.228855, 21.003215]","[47.07222, 15.416392]",55.8,24.0,"IC   105, RJ   657",10:20,91.6,40.7,Car,08:00,137.4,58.2,"Car, Aircraft, Car",04:48
Warszawa to Kyiv,Warszawa,Kyiv,"[52.228855, 21.003215]","[50.434357, 30.513973]",54.3,33.7,"IC 52100, 24",17:04,90.1,40.1,Car,07:52,136.8,57.6,"Car, Aircraft, Car",03:42
Warszawa to Hamburg,Warszawa,Hamburg,"[52.228855, 21.003215]","[53.557218, 9.997497]",62.0,22.6,"EIC  248, Walk, ICE 1008",07:35,98.2,43.7,Car,08:35,139.0,58.4,"Car, Aircraft, Car",03:09
Warszawa to Barcelona,Warszawa,Barcelona,"[52.228855, 21.003215]","[41.38444, 2.185278]",90.4,61.3,"EIC   44, Walk, ICE  699, IC 60403, TER96104, TGV 2203, TGV 9713",27:46,233.3,103.7,Car,18:24,174.9,73.5,"Car, Aircraft, Car",04:49
Warszawa to Milan,Warszawa,Milan,"[52.228855, 21.003215]","[45.486388, 9.204163]",78.4,35.5,"EIC  246, Walk, ICE 1211, ICE   79, IC   691, RE 25507",24:32,142.9,63.5,Car,11:16,114.9,48.4,"Car, Aircraft, Car",04:34
Warszawa to Ljubljana,Warszawa,Ljubljana,"[52.228855, 21.003215]","[46.058057, 14.51028]",61.2,28.6,"IC   105, RJ   539, 215",14:17,108.9,48.4,Car,09:30,150.7,63.4,"Car, Aircraft, Car",03:23
Warszawa to Zurich,Warszawa,Zurich,"[52.228855, 21.003215]","[47.37806, 8.540274]",75.9,30.7,"EIC  248, Walk, ICE  599, ICE   77",15:15,130.4,57.9,Car,10:17,172.2,72.4,"Car, Aircraft, Car",03:42
Warszawa to Bern,Warszawa,Bern,"[52.228855, 21.003215]","[46.948888, 7.439167]",76.2,30.9,"EIC  248, Walk, ICE  599, ICE  109, IC   983",15:11,142.4,63.2,Car,11:13,114.1,48.2,"Car, Aircraft, Car",05:09
Warszawa to Lisbon,Warszawa,Lisbon,"[52.228855, 21.003215]","[38.767779, -9.098054]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warszawa to Amsterdam,Warszawa,Amsterdam,"[52.228855, 21.003215]","[52.378607, 4.900559]",79.9,30.9,"EIC  248, IC   144",13:15,136.7,60.8,Car,10:47,106.2,44.7,"Car, Aircraft, Car",03:51
Warszawa to Riga,Warszawa,Riga,"[52.228855, 21.003215]","[56.946943, 24.120279]",79.8,42.5,"IC   144, 200",25:58,73.4,32.6,Car,06:24,121.3,51.0,"Car, Aircraft, Car",02:56
Warszawa to Napoli,Warszawa,Napoli,"[52.228855, 21.003215]","[40.839163, 14.25139]",124.4,58.9,"EIC  248, Walk, ICE  507, ECB   89, FR  9763, INI  770, FR  9501",27:11,171.3,76.1,Car,13:30,152.4,64.7,"Car, Aircraft, Car",06:27
Warszawa to Oslo,Warszawa,Oslo,"[52.228855, 21.003215]","[59.910282, 10.755279]",86.2,47.9,"EIC   44, Walk, ICE  504, EN   346, RE  1010, IC   386",25:00,132.9,59.1,Car,10:29,178.2,75.1,"Car, Aircraft, Car",04:37
Warszawa to Bratislava,Warszawa,Bratislava,"[52.228855, 21.003215]","[48.158333, 17.105834]",53.1,21.9,"IC   105, EC   277",07:45,69.4,30.9,Car,06:04,123.4,52.0,"Car, Aircraft, Car",03:42
Warszawa to Luxembourg,Warszawa,Luxembourg,"[52.228855, 21.003215]","[49.599996, 6.134167]",83.8,33.2,"EIC  246, Walk, ICE  931, RE  4262, RE  5126",14:44,135.2,60.1,Car,10:39,175.0,74.1,"Car, Aircraft, Car",05:48
Warszawa to Kishinev,Warszawa,Kishinev,"[52.228855, 21.003215]","[47.017476, 28.858169]",104.5,59.3,"IC   116, 345, 605, EC   193, IC   568, IC   407, IR  1832, 402",50:21,105.8,47.0,Car,09:14,179.4,75.9,"Car, Aircraft, Car",05:22
Warszawa to Frankfurt,Warszawa,Frankfurt,"[52.228855, 21.003215]","[50.107221, 8.663893]",67.4,25.1,"EIC  248, Walk, ICE  839",10:11,116.5,51.8,Car,10:10,150.8,63.4,"Car, Aircraft, Car",03:28
Warszawa to Geneva,Warszawa,Geneva,"[52.228855, 21.003215]","[46.210281, 6.1425]",76.0,32.7,"EIC  248, Walk, ICE  599, ICE   77, IC  1634, IC   534",17:02,158.4,70.4,Car,12:29,119.5,50.2,"Car, Aircraft, Car",03:44
Warszawa to Krakow,Warszawa,Krakow,"[52.228855, 21.003215]","[50.068334, 19.947504]",27.3,9.0,EIP 1302,02:13,35.4,15.7,Car,03:30,122.6,51.5,"Car, Aircraft, Car",02:37
Warszawa to Leeds,Warszawa,Leeds,"[52.228855, 21.003215]","[53.792223, -1.547502]",99.3,49.5,"EIC   48, ICE  556, ICE   10, ES  9113, Transfer, ---",28:31,189.2,84.1,Car,14:55,156.5,66.0,"Car, Aircraft, Car",05:40
Warszawa to Liverpool,Warszawa,Liverpool,"[52.228855, 21.003215]","[53.404447, -2.976391]",105.4,50.6,"EIC  248, ICE  650, ICE   14, ES  9157, Transfer, ---",21:02,201.3,89.5,Car,15:52,151.0,63.5,"Car, Aircraft, Car",04:27
Warszawa to Manchester,Warszawa,Manchester,"[52.228855, 21.003215]","[53.358611, -2.267502]",98.7,49.2,"EIC   48, ICE  556, ICE   10, ES  9113, Transfer, ---, ---",29:07,195.5,86.9,Car,15:25,146.0,61.3,"Car, Aircraft",04:09
Warszawa to Marseille,Warszawa,Marseille,"[52.228855, 21.003215]","[43.302774, 5.380278]",81.5,62.0,"EIC   48, ICE  556, ICE   10, TGV 9810",27:39,191.0,84.9,Car,15:04,152.1,64.4,"Car, Aircraft, Car",06:07
Warszawa to Nice,Warszawa,Nice,"[52.228855, 21.003215]","[43.704448, 7.261945]",85.5,69.2,"EIC  246, ICE  858, EUR 9486, Transfer, OGV 7851",31:11,173.9,77.3,Car,13:43,131.4,55.2,"Car, Aircraft, Car",04:07
Warszawa to Nottingham,Warszawa,Nottingham,"[52.228855, 21.003215]","[52.945278, -1.144165]",93.5,46.3,"EIC   48, ICE  556, ICE   10, ES  9113, Transfer, ---",28:05,186.7,83.0,Car,14:43,143.5,60.3,"Car, Aircraft, Car",04:25
Warszawa to Palermo,Warszawa,Palermo,"[52.228855, 21.003215]","[38.109166, 13.36722]",139.2,75.0,"97318, IC   109, NJ   446, NJ   237, FR  9409, FR  9583, Shi  V12, Walk, IC   729",32:59,209.9,93.3,Car,16:33,265.0,112.2,"Car, Aircraft, Car",10:29
Warszawa to Kosice,Warszawa,Kosice,"[52.228855, 21.003215]","[48.721669, 21.267498]",49.3,23.9,"IC   116, 345, 605",09:30,54.9,24.4,Car,05:26,141.1,59.8,"Car, Aircraft, Car",04:41
Warszawa to Rotterdam,Warszawa,Rotterdam,"[52.228855, 21.003215]","[51.925002, 4.469446]",81.2,31.5,"EIC  248, IC   144, IC   658",13:40,141.1,62.7,Car,11:08,111.6,47.1,"Car, Aircraft, Car",04:39
Warszawa to Seville,Warszawa,Seville,"[52.228855, 21.003215]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warszawa to Sheffield,Warszawa,Sheffield,"[52.228855, 21.003215]","[53.375834, -1.461943]",96.4,47.9,"EIC   48, ICE  556, ICE   10, ES  9113, Transfer, ---",28:13,188.8,83.9,Car,14:53,150.1,63.3,"Car, Aircraft, Car",05:22
Warszawa to Valencia,Warszawa,Valencia,"[52.228855, 21.003215]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Warszawa to Venice,Warszawa,Venice,"[52.228855, 21.003215]","[45.437775, 12.317775]",69.1,33.0,"IC   105, RJ   539, RE  1823, RE 16022",17:29,128.9,57.3,Car,11:15,162.8,68.4,"Car, Aircraft, Car",03:33
Warszawa to Verona,Warszawa,Verona,"[52.228855, 21.003215]","[45.428336, 10.98222]",74.6,36.2,"IC   105, RJ   539, RE  1823, RE 16022, RE 16028",19:55,131.6,58.5,Car,10:22,173.8,73.0,"Car, Aircraft, Car",03:27
Warszawa to Vilnius,Warszawa,Vilnius,"[52.228855, 21.003215]","[54.669723, 25.284723]",54.9,24.3,IC   144,08:49,55.2,24.5,Car,05:27,97.7,41.1,"Car, Aircraft, Car",02:55
Warszawa to Wrocław,Warszawa,Wrocław,"[52.228855, 21.003215]","[51.098057, 17.036392]",40.4,13.3,IC  1620,04:53,42.4,18.8,Car,04:11,116.6,49.0,"Car, Aircraft, Car",02:47
